titulo,especificacoes,categoria,caracteristicas,vantagens,sobre o produto,imagem,link
Anel Biax PN16,CCB: 94080 | Embalagem: 1 | Bitola: DN 300 | CCB: 94079 | Embalagem: 1 | Bitola: DN 250 | CCB: 94078 | Embalagem: 1 | Bitola: DN 200 | CCB: 94077 | Embalagem: 1 | Bitola: DN 150 | CCB: 94076 | Embalagem: 1 | Bitola: DN 100 | CCB: 94581 | Embalagem: 1 | Bitola: DN 100 | CCB: 94582 | Embalagem: 1 | Bitola: DN 150 | CCB: 94583 | Embalagem: 1 | Bitola: DN 200 | CCB: 94584 | Embalagem: 1 | Bitola: DN 250 | CCB: 94585 | Embalagem: 1 | Bitola: DN 300 | ,produtos|infraestrutura|saneamento-esgoto|pvc-o|anel-de-vedacao-biax,"
,NBR (nitrílica),Anel bilabial,NBR 15750 – Anexo G e H,Anel NBR– DUR 70","Alta resistência,Praticidade na instalação e manutenção, Sistema versátil,Ótimo desempenho para suportar pressão hidrostática e vácuo,Matéria-prima resistente às ações agressivas e químicas do esgoto,
óleos e graxasBi","Os tubos Amanco Biax vêm com anel integrado e removível, a solução
inteligente da Amanco, que une a segurança de uma junta integrada com a
versatilidade de um sistema removível, para as suas necessidades em
infraestrutura.",http://assets.production.amanco.com.br.s3.amazonaws.com/uploads/image/file/3192/medium_ANEL-DE-VEDACAO-SCB-94076-94077-94078-94079-94080-LR%2B_281_29.jpg,http://amanco.com.br/produtos/infraestrutura/saneamento-esgoto/pvc-o/anel-de-vedacao-biax
Tê Fêmea Com Adaptador Para Bico,"CCB: 19095 | Embalagem: 10 | Bitola: ¾"" x ½"" NPT | CCB: 19096 | Embalagem: 10 | Bitola: 1"" x ½"" NPT | CCB: 19097 | Embalagem: 5 | Bitola: 1 ¼"" x ½"" NPT | CCB: 19098 | Embalagem: 5 | Bitola: 1 ½"" x ½"" NPT | CCB: 19099 | Embalagem: 2 | Bitola: 2"" x ½"" NPT | ",produtos|predial|protecao-contra-incendio|fire-blazemaster|te-f-f-f-adaptador-p-bico,"Tubos e conexões de CPVC,Cor alaranjada,Diâmetros: ¾"" (DN 20),
     1"", 1 ¼"", 1 ½"", 2"", 2 ½"" e 3"" (DN 80),Fornecido em barras de 3
     metros (ponta-ponta),Pressão de serviço de 1,2
     MPa (120 m.c.a. ou 175 psi),Temperatura máxima de
     trabalho de 65 °C (150 °F),Certificação UL/FM","Sistema seguro com a qualidade Amanco,Fabricado com composto Blazemaster, referência internacional em composto para essa aplicação,Instalação simples e rápida, com juntas por adesivo plástico,Não requer mão de obra especializada para instalação,Material leve que facilita o manuseio e armazenagem,Manutenção prática e fácil.","A Amanco chega com mais uma inovação em seu portfólio. Complementando seu mix de produtos de hidráulica, a marca traz a solução de tubos e conexões para alimentação de água a redes de combate a incêndio, o Amanco Fire Blazemaster. Uma solução segura e prática para sistemas de proteção e combate a incêndio por chuveiros automáticos (sprinklers), com menor custo e maior facilidade de instalação que sistemas tradicionais.",http://assets.production.amanco.com.br.s3.amazonaws.com/uploads/image/file/3164/medium_TE-ADAPTADOR-PARA-BICO-CCB-19095-19096-19097-19098-19099-WEB.jpg,http://amanco.com.br/produtos/predial/protecao-contra-incendio/fire-blazemaster/te-f-f-f-adaptador-p-bico
Tubo Amanco Fire Blazemaster®,"CCB: 20049 | Embalagem: 16 | Bitola: 3/4"" | Comprimento: 3 Metros | CCB: 20050 | Embalagem: 10 | Bitola: 1"" | Comprimento: 3 Metros | CCB: 20051 | Embalagem: 7 | Bitola: 1 1/4"" | Comprimento: 3 Metros | CCB: 20052 | Embalagem: 5 | Bitola: 1 1/2"" | Comprimento: 3 Metros | CCB: 20053 | Embalagem: 4 | Bitola: 2"" | Comprimento: 3 Metros | CCB: 20054 | Embalagem: 1 | Bitola: 2 1/2"" | Comprimento: 3 Metros | CCB: 20055 | Embalagem: 1 | Bitola: 3"" | Comprimento: 3 Metros | ",produtos|predial|protecao-contra-incendio|fire-blazemaster|tubo-91f453aa-8405-4cb2-9151-918a7353dc72,"Tubos e conexões de CPVC,Cor alaranjada,Diâmetros: ¾"" (DN 20),
     1"", 1 ¼"", 1 ½"", 2"", 2 ½"" e 3"" (DN 80),Fornecido em barras de 3
     metros (ponta-ponta),Pressão de serviço de 1,2
     MPa (120 m.c.a. ou 175 psi),Temperatura máxima de
     trabalho de 65 °C (150 °F),Certificação UL/FM","Sistema seguro com a qualidade Amanco,Fabricado com composto Blazemaster, referência internacional em composto para essa aplicação,Instalação simples e rápida, com juntas por adesivo plástico,Não requer mão de obra especializada para instalação,Material leve que facilita o manuseio e armazenagem,Manutenção prática e fácil.","A Amanco chega com mais uma inovação em seu portfólio. Complementando seu mix de produtos de hidráulica, a marca traz a solução de tubos e conexões para alimentação de água a redes de combate a incêndio, o Amanco Fire Blazemaster®. Uma solução segura e prática para sistemas de proteção e combate a incêndio por chuveiros automáticos (sprinklers), com menor custo e maior facilidade de instalação que sistemas tradicionais.",http://assets.production.amanco.com.br.s3.amazonaws.com/uploads/image/file/3150/medium_TUBO-ULTRATEMP-FIRE-CCB-98283-98284-98285-98286-98287-98288-98289-WEB.jpg,http://amanco.com.br/produtos/predial/protecao-contra-incendio/fire-blazemaster/tubo-91f453aa-8405-4cb2-9151-918a7353dc72
Tê Fêmea,"CCB: 19111 | Embalagem: 1 | Bitola: 2 ½"" | CCB: 19112 | Embalagem: 1 | Bitola: 3"" | CCB: 19100 | Embalagem: 25 | Bitola: ¾"" | CCB: 19101 | Embalagem: 10 | Bitola: 1"" | CCB: 19102 | Embalagem: 5 | Bitola: 1 ¼"" | CCB: 19109 | Embalagem: 5 | Bitola: 1 ½"" | CCB: 19110 | Embalagem: 2 | Bitola: 2"" | ",produtos|predial|protecao-contra-incendio|fire-blazemaster|te-f-f-f-ef636c7a-db07-4571-bdda-5e9844adff91,"Tubos e conexões de CPVC,Cor alaranjada,Diâmetros: ¾"" (DN 20),
     1"", 1 ¼"", 1 ½"", 2"", 2 ½"" e 3"" (DN 80),Fornecido em barras de 3
     metros (ponta-ponta),Pressão de serviço de 1,2
     MPa (120 m.c.a. ou 175 psi),Temperatura máxima de
     trabalho de 65 °C (150 °F),Certificação UL/FM","Sistema seguro com a qualidade Amanco,Fabricado com composto Blazemaster, referência internacional em composto para essa aplicação,Instalação simples e rápida, com juntas por adesivo plástico,Não requer mão de obra especializada para instalação,Material leve que facilita o manuseio e armazenagem,Manutenção prática e fácil.","A Amanco chega com mais uma inovação em seu portfólio. Complementando seu mix de produtos de hidráulica, a marca traz a solução de tubos e conexões para alimentação de água a redes de combate a incêndio, o Amanco Fire Blazemaster. Uma solução segura e prática para sistemas de proteção e combate a incêndio por chuveiros automáticos (sprinklers), com menor custo e maior facilidade de instalação que sistemas tradicionais.",http://assets.production.amanco.com.br.s3.amazonaws.com/uploads/image/file/3165/medium_TE-CCB-19100-19101-19102-19109-19110-19111-19112-WEB.jpg,http://amanco.com.br/produtos/predial/protecao-contra-incendio/fire-blazemaster/te-f-f-f-ef636c7a-db07-4571-bdda-5e9844adff91
Tê Redução Fêmea/Fêmea,"CCB: 19119 | Embalagem: 2 | Bitola: 2"" x ¾"" | CCB: 19120 | Embalagem: 2 | Bitola: 2"" x 1"" | CCB: 19121 | Embalagem: 2 | Bitola: 2"" x 1 ¼"" | CCB: 19122 | Embalagem: 2 | Bitola: 2"" x 1 ½"" | CCB: 19123 | Embalagem: 1 | Bitola: 2 ½"" x 1"" | CCB: 19124 | Embalagem: 1 | Bitola: 2 ½"" x 2"" | CCB: 19125 | Embalagem: 1 | Bitola: 3"" x 1 ½"" | CCB: 19126 | Embalagem: 1 | Bitola: 3"" x 2"" | CCB: 19127 | Embalagem: 1 | Bitola: 3"" x 2 ½"" | CCB: 19113 | Embalagem: 10 | Bitola: ¾"" x 1"" | CCB: 19114 | Embalagem: 10 | Bitola: 1"" x ¾"" | CCB: 19115 | Embalagem: 5 | Bitola: 1 ¼"" x ¾"" | CCB: 19116 | Embalagem: 5 | Bitola: 1 ¼"" x 1"" | CCB: 19117 | Embalagem: 5 | Bitola: 1 ½"" x ¾"" | CCB: 19118 | Embalagem: 5 | Bitola: 1 ½"" x 1"" | ",produtos|predial|protecao-contra-incendio|fire-blazemaster|te-reducao-f-f,"Tubos e conexões de CPVC,Cor alaranjada,Diâmetros: ¾"" (DN 20),
     1"", 1 ¼"", 1 ½"", 2"", 2 ½"" e 3"" (DN 80),Fornecido em barras de 3
     metros (ponta-ponta),Pressão de serviço de 1,2
     MPa (120 m.c.a. ou 175 psi),Temperatura máxima de
     trabalho de 65 °C (150 °F),Certificação UL/FM","Sistema seguro com a qualidade Amanco,Fabricado com composto Blazemaster, referência internacional em composto para essa aplicação,Instalação simples e rápida, com juntas por adesivo plástico,Não requer mão de obra especializada para instalação,Material leve que facilita o manuseio e armazenagem,Manutenção prática e fácil.","A Amanco chega com mais uma inovação em seu portfólio. Complementando seu mix de produtos de hidráulica, a marca traz a solução de tubos e conexões para alimentação de água a redes de combate a incêndio, o Amanco Fire Blazemaster. Uma solução segura e prática para sistemas de proteção e combate a incêndio por chuveiros automáticos (sprinklers), com menor custo e maior facilidade de instalação que sistemas tradicionais.",http://assets.production.amanco.com.br.s3.amazonaws.com/uploads/image/file/3166/medium_TE-REDUCAO-19113-19114-19115-19116-19117-19118-19119-19120-WEB.jpg,http://amanco.com.br/produtos/predial/protecao-contra-incendio/fire-blazemaster/te-reducao-f-f
Luva de Transição Fêmea/Fêmea com Adaptador,"CCB: 19022 | Embalagem: 5 | Bitola: 1 ¼"" x 1 ¼"" | CCB: 19023 | Embalagem: 5 | Bitola: 1 ½"" x 1 ½"" | CCB: 19024 | Embalagem: 5 | Bitola: 2"" x 2"" | CCB: 19020 | Embalagem: 10 | Bitola: ¾"" x ¾"" | CCB: 19021 | Embalagem: 5 | Bitola: 1"" x 1"" | ",produtos|predial|protecao-contra-incendio|fire-blazemaster|luva-de-transicao-f-f-com-adaptador,"Tubos e conexões de CPVC,Cor alaranjada,Diâmetros: ¾"" (DN 20),
     1"", 1 ¼"", 1 ½"", 2"", 2 ½"" e 3"" (DN 80),Fornecido em barras de 3
     metros (ponta-ponta),Pressão de serviço de 1,2
     MPa (120 m.c.a. ou 175 psi),Temperatura máxima de
     trabalho de 65 °C (150 °F),Certificação UL/FM","Sistema seguro com a qualidade Amanco,Fabricado com composto Blazemaster, referência internacional em composto para essa aplicação,Instalação simples e rápida, com juntas por adesivo plástico,Não requer mão de obra especializada para instalação,Material leve que facilita o manuseio e armazenagem,Manutenção prática e fácil.","A Amanco chega com mais uma inovação em seu portfólio. Complementando seu mix de produtos de hidráulica, a marca traz a solução de tubos e conexões para alimentação de água a redes de combate a incêndio, o Amanco Fire Blazemaster. Uma solução segura e prática para sistemas de proteção e combate a incêndio por chuveiros automáticos (sprinklers), com menor custo e maior facilidade de instalação que sistemas tradicionais.",http://assets.production.amanco.com.br.s3.amazonaws.com/uploads/image/file/3163/medium_LUVA-DE-TRANSICAO-COM-ADAPTADOR-CCB-19020-19021-19022-19023-19024-WEB.jpg,http://amanco.com.br/produtos/predial/protecao-contra-incendio/fire-blazemaster/luva-de-transicao-f-f-com-adaptador
Luva de Redução Fêmea/Fêmea,"CCB: 19093 | Embalagem: 5 | Bitola: 1 ½"" x ¾"" | CCB: 19094 | Embalagem: 5 | Bitola: 1 ½"" x 1 ¼"" | ",produtos|predial|protecao-contra-incendio|fire-blazemaster|luva-de-reducao-f-f-51669f0c-3b43-422a-8e15-d73da21e2687,"Tubos e conexões de CPVC,Cor alaranjada,Diâmetros: ¾"" (DN 20),
     1"", 1 ¼"", 1 ½"", 2"", 2 ½"" e 3"" (DN 80),Fornecido em barras de 3
     metros (ponta-ponta),Pressão de serviço de 1,2
     MPa (120 m.c.a. ou 175 psi),Temperatura máxima de
     trabalho de 65 °C (150 °F),Certificação UL/FM","Sistema seguro com a qualidade Amanco,Fabricado com composto Blazemaster, referência internacional em composto para essa aplicação,Instalação simples e rápida, com juntas por adesivo plástico,Não requer mão de obra especializada para instalação,Material leve que facilita o manuseio e armazenagem,Manutenção prática e fácil.","A Amanco chega com mais uma inovação em seu portfólio. Complementando seu mix de produtos de hidráulica, a marca traz a solução de tubos e conexões para alimentação de água a redes de combate a incêndio, o Amanco Fire Blazemaster. Uma solução segura e prática para sistemas de proteção e combate a incêndio por chuveiros automáticos (sprinklers), com menor custo e maior facilidade de instalação que sistemas tradicionais.",http://assets.production.amanco.com.br.s3.amazonaws.com/uploads/image/file/3162/medium_LUVA-DE-REDUCAO-CCB-19093-19094-WEB.jpg,http://amanco.com.br/produtos/predial/protecao-contra-incendio/fire-blazemaster/luva-de-reducao-f-f-51669f0c-3b43-422a-8e15-d73da21e2687
Luva Simples Fêmea/Macho com Canal,"CCB: 19091 | Embalagem: 4 | Bitola: 2 ½"" | CCB: 19092 | Embalagem: 2 | Bitola: 3"" | ",produtos|predial|protecao-contra-incendio|fire-blazemaster|luva-simples-f-m-com-canal,"Tubos e conexões de CPVC,Cor alaranjada,Diâmetros: ¾"" (DN 20),
     1"", 1 ¼"", 1 ½"", 2"", 2 ½"" e 3"" (DN 80),Fornecido em barras de 3
     metros (ponta-ponta),Pressão de serviço de 1,2
     MPa (120 m.c.a. ou 175 psi),Temperatura máxima de
     trabalho de 65 °C (150 °F),Certificação UL/FM","Sistema seguro com a qualidade Amanco,Fabricado com composto Blazemaster, referência internacional em composto para essa aplicação,Instalação simples e rápida, com juntas por adesivo plástico,Não requer mão de obra especializada para instalação,Material leve que facilita o manuseio e armazenagem,Manutenção prática e fácil.","A Amanco chega com mais uma inovação em seu portfólio. Complementando seu mix de produtos de hidráulica, a marca traz a solução de tubos e conexões para alimentação de água a redes de combate a incêndio, o Amanco Fire Blazemaster. Uma solução segura e prática para sistemas de proteção e combate a incêndio por chuveiros automáticos (sprinklers), com menor custo e maior facilidade de instalação que sistemas tradicionais.",http://assets.production.amanco.com.br.s3.amazonaws.com/uploads/image/file/3161/medium_LUVA-SIMPLES-COM-CANAL-CCB-19091-19092-WEB.jpg,http://amanco.com.br/produtos/predial/protecao-contra-incendio/fire-blazemaster/luva-simples-f-m-com-canal
Luva Simples Fêmea/Fêmea,"CCB: 19084 | Embalagem: 25 | Bitola: ¾"" | CCB: 19085 | Embalagem: 10 | Bitola: 1"" | CCB: 19086 | Embalagem: 5 | Bitola: 1 ¼"" | CCB: 19087 | Embalagem: 5 | Bitola: 1 ½"" | CCB: 19088 | Embalagem: 2 | Bitola: 2"" | CCB: 19089 | Embalagem: 1 | Bitola: 2 ½"" | CCB: 19090 | Embalagem: 1 | Bitola: 3"" | ",produtos|predial|protecao-contra-incendio|fire-blazemaster|luva-simples-f-f-f189142b-801b-4a46-9e37-ce91dd47303d,"Tubos e conexões de CPVC,Cor alaranjada,Diâmetros: ¾"" (DN 20),
     1"", 1 ¼"", 1 ½"", 2"", 2 ½"" e 3"" (DN 80),Fornecido em barras de 3
     metros (ponta-ponta),Pressão de serviço de 1,2
     MPa (120 m.c.a. ou 175 psi),Temperatura máxima de
     trabalho de 65 °C (150 °F),Certificação UL/FM","Sistema seguro com a qualidade Amanco,Fabricado com composto Blazemaster, referência internacional em composto para essa aplicação,Instalação simples e rápida, com juntas por adesivo plástico,Não requer mão de obra especializada para instalação,Material leve que facilita o manuseio e armazenagem,Manutenção prática e fácil.","A Amanco chega com mais uma inovação em seu portfólio. Complementando seu mix de produtos de hidráulica, a marca traz a solução de tubos e conexões para alimentação de água a redes de combate a incêndio, o Amanco Fire Blazemaster. Uma solução segura e prática para sistemas de proteção e combate a incêndio por chuveiros automáticos (sprinklers), com menor custo e maior facilidade de instalação que sistemas tradicionais.",http://assets.production.amanco.com.br.s3.amazonaws.com/uploads/image/file/3160/medium_LUVA-SIMPLES-CCB-19084-19085-19086-19087-19088-19089-19090-WEB.jpg,http://amanco.com.br/produtos/predial/protecao-contra-incendio/fire-blazemaster/luva-simples-f-f-f189142b-801b-4a46-9e37-ce91dd47303d
Joelho 90° Fêmea/Fêmea,"CCB: 19077 | Embalagem: 25 | Bitola: ¾"" | CCB: 19078 | Embalagem: 10 | Bitola: 1"" | CCB: 19079 | Embalagem: 5 | Bitola: 1 ¼"" | CCB: 19080 | Embalagem: 5 | Bitola: 1 ½"" | CCB: 19081 | Embalagem: 2 | Bitola: 2"" | CCB: 19082 | Embalagem: 1 | Bitola: 2 ½"" | CCB: 19083 | Embalagem: 1 | Bitola: 3"" | ",produtos|predial|protecao-contra-incendio|fire-blazemaster|joelho-90-f-f-94778559-fdcd-48d3-bc03-ca469440ddf4,"Tubos e conexões de CPVC,Cor alaranjada,Diâmetros: ¾"" (DN 20), 1"", 1 ¼"", 1 ½"", 2"", 2 ½"" e 3"" (DN 80),Fornecido em barras de 3 metros (ponta-ponta),Pressão de serviço de 1,2 MPa (120 m.c.a. ou 175 psi),Temperatura máxima de trabalho de 65 °C (150 °F),Certificação UL/FM","Sistema seguro com a qualidade Amanco,Fabricado com composto Blazemaster, referência internacional em composto para essa aplicação,Instalação simples e rápida, com juntas por adesivo plástico,Não requer mão de obra especializada para instalação,Material leve que facilita o manuseio e armazenagem,Manutenção prática e fácil.","A Amanco chega com mais uma inovação em seu portfólio. Complementando seu mix de produtos de hidráulica, a marca traz a solução de tubos e conexões para alimentação de água a redes de combate a incêndio, o Amanco Fire Blazemaster. Uma solução segura e prática para sistemas de proteção e combate a incêndio por chuveiros automáticos (sprinklers), com menor custo e maior facilidade de instalação que sistemas tradicionais.",http://assets.production.amanco.com.br.s3.amazonaws.com/uploads/image/file/3159/medium_JOELHO-90-CCB-19077-19078-19079-19080-19081-19082-19083-WEB.jpg,http://amanco.com.br/produtos/predial/protecao-contra-incendio/fire-blazemaster/joelho-90-f-f-94778559-fdcd-48d3-bc03-ca469440ddf4
Cruzeta,CCB: 19059 | Embalagem: 10 | Bitola: ¾ | CCB: 19060 | Embalagem: 10 | Bitola: 1 | CCB: 19061 | Embalagem: 5 | Bitola: 1 ¼ | CCB: 19062 | Embalagem: 2 | Bitola: 1 ½ | CCB: 19063 | Embalagem: 1 | Bitola: 2 | CCB: 19064 | Embalagem: 1 | Bitola: 2 ½ | CCB: 19065 | Embalagem: 1 | Bitola: 3 | ,produtos|predial|protecao-contra-incendio|fire-blazemaster|cruzeta,"Tubos e conexões de CPVC,Cor alaranjada,Diâmetros: ¾ (DN 20), 1, 1 ¼, 1 ½, 2, 2 ½ e 3 (DN 80),Fornecido em barras de 3 metros (ponta-ponta),Pressão de serviço de 1,2 MPa (120 m.c.a. ou 175 psi),Temperatura máxima de trabalho de 65 °C (150 °F),Certificação UL/FM","Sistema seguro com a qualidade Amanco,Fabricado com composto Blazemaster, referência internacional em composto para essa aplicação,Instalação simples e rápida, com juntas por adesivo plástico,Não requer mão de obra especializada para instalação,Material leve que facilita o manuseio e armazenagem,Manutenção prática e fácil.","A Amanco chega com mais uma inovação em seu portfólio. Complementando seu mix de produtos de hidráulica, a marca traz a solução de tubos e conexões para alimentação de água a redes de combate a incêndio, o Amanco Fire Blazemaster. Uma solução segura e prática para sistemas de proteção e combate a incêndio por chuveiros automáticos (sprinklers), com menor custo e maior facilidade de instalação que sistemas tradicionais.",http://assets.production.amanco.com.br.s3.amazonaws.com/uploads/image/file/3154/medium_CRUZETA-CCB-19059-19060-19061-19062-19063-19064-19065-WEB.jpg,http://amanco.com.br/produtos/predial/protecao-contra-incendio/fire-blazemaster/cruzeta
Flange de Transição CPVC x Metal,"CCB: 19128 | Embalagem: 2 | Bitola: 2 ½ | CCB: 19129 | Embalagem: 2 | Bitola: 3"" | ",produtos|predial|protecao-contra-incendio|fire-blazemaster|flange-de-transicao-cpvc-x-metal,"Tubos e conexões de CPVC,Cor alaranjada,Diâmetros: ¾ (DN 20), 1, 1 ¼, 1 ½, 2, 2 ½ e 3 (DN 80),Fornecido em barras de 3 metros (ponta-ponta),Pressão de serviço de 1,2 MPa (120 m.c.a. ou 175 psi),Temperatura máxima de trabalho de 65 °C (150 °F),Certificação UL/FM","Sistema seguro com a qualidade Amanco,Fabricado com composto Blazemaster, referência internacional em composto para essa aplicação,Instalação simples e rápida, com juntas por adesivo plástico,Não requer mão de obra especializada para instalação,Material leve que facilita o manuseio e armazenagem,Manutenção prática e fácil.","A Amanco chega com mais uma inovação em seu portfólio. Complementando seu mix de produtos de hidráulica, a marca traz a solução de tubos e conexões para alimentação de água a redes de combate a incêndio, o Amanco Fire Blazemaster. Uma solução segura e prática para sistemas de proteção e combate a incêndio por chuveiros automáticos (sprinklers), com menor custo e maior facilidade de instalação que sistemas tradicionais.",http://assets.production.amanco.com.br.s3.amazonaws.com/uploads/image/file/3156/medium_FLANGE-DE-TRANSICAO-CPVC-X-METAL-CCB-19128-19129-WEB.jpg,http://amanco.com.br/produtos/predial/protecao-contra-incendio/fire-blazemaster/flange-de-transicao-cpvc-x-metal
